,0,1,2
159,"('instruction', ""Qui est l'entraîneur principal de l'équipe Valorant VCT?"")","('input', 'Équipe Valorant VCT')","('response', 'Andrey Sholokhov')"
160,"('instruction', ""Qui est l'entraîneur principal de l'équipe Valorant GC?"")","('input', 'Équipe Valorant GC')","('response', 'Mathieu Plantin')"
161,"('instruction', 'Qui sont les anciens joueurs de la Karmine Corp sur Super Smash Bros. Ultimate ?')","('input', 'Super Smash Bros. Ultimate')","('response', 'Kurama (Alias : Drapeau des États-Unis Pedro Alonso Jr.) qui était joueur de la Karmine Corp sur Super Smash Bros. Ultimate')"
162,"('instruction', ""Quels sont les membres de l'équipe Fortnite et quel est leur rôle ?"")","('input', 'Fortnite')","('response', ""Malibuca, Merstach, Veno, Swizzy, Anas et Oslo sont membres de l'équipe Fortnite, avec des rôles respectifs de joueurs et coach"")"
163,"('instruction', ""Qui fait partie de l'équipe Tekken 8 ?"")","('input', 'Tekken 8')","('response', ""JDCR (Kim Hyun-jin) fait partie de l'équipe Tekken 8 comme joueur"")"
164,"('instruction', ""Quels sont les membres de l'équipe Street Fighter 6 et quel est leur rôle ?"")","('input', 'Street Fighter 6')","('response', ""Kilzyou (Kilyan Faucheux) est membre de l'équipe Street Fighter 6 en tant que joueur"")"
165,"('instruction', 'Quelles sont les équipes de la Karmine Corp ayant remporté des titres et dans quelles compétitions ?')","('input', '')","('response', 'League of Legends (7), Teamfight Tactics (6), Rocket League (11)')"
166,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp dans le cadre de l'EMEA Masters ?"")","('input', '')","('response', 'Champion Printanier en 2021 et 2022, Champion Estival en 2021 et 2023')"
167,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp dans le cadre de la LFL ?"")","('input', '')","('response', 'Champion Printanier en 2021 et 2024, Champion Estival en 2023')"
168,"('instruction', 'Quel titre la Karmine Corp a-t-elle remporté lors du World Championship ?')","('input', '')","('response', 'Champion Galaxies en 2020')"
169,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp dans le cadre du Rising Legends (EMEA) ?"")","('input', '')","('response', 'Champion G&G en 2022, Champion MA! en 2023, Champion MA! Golden Spatula Cup en 2023')"
170,"('instruction', 'Quel titre la Karmine Corp a-t-elle remporté lors du HexLeague ?')","('input', '')","('response', 'Champion en 2022')"
171,"('instruction', 'Quel titre la Karmine Corp a-t-elle remporté lors du Fresh Cup ?')","('input', '')","('response', 'Champion en 2022')"
172,"('instruction', 'Quels titres la Karmine Corp a-t-elle remporté lors du RLCS Winter Split Major ?')","('input', '')","('response', 'Champion en 2023')"
173,"('instruction', 'Quel titre la Karmine Corp a-t-elle remporté lors du RLCS Europe Regional ?')","('input', '')","('response', 'Vainqueur Fall Cup en 2022')"
174,"('instruction', 'Quels événements Esports a remporté la personne mentionnée dans le texte ?')","('input', None)","('response', 'Winter Open en 2023, Winter Cup en 2023, Open Qualifier #1 en 2024, Open Qualifier #2 en 2024, Open Qualifier #3 en 2024, Olympic Esports Week Showmatch en 2023, WePlay Esports Invitational (EMEA) en 2021, Flip & Spin (EMEA) en 2023, EWC Community Cup: Europe en 2024, TMWT World Championship en 2023, Maji Mondays en 2023, XPEvo Cup en 2023, Get On My Level Doubles en 2023, CIRQUE du CFL Doubles en 2023, Ultimate Fighting Arena Doubles en 2023, VCT EMEA Kickoff en 2024, VCT Game Changers EMEA Contenders en 2024, FNCS Major 2 en 2024, FNCS Major 3: North America - Qualifier 1 en 2024, FNCS Major 3 - Semi-Finals 2: Europe en 2024, et ESL Europe Regional Week 3 en 2024.')"
175,"('instruction', ""Quels sont les événements où l'équipe a été vainqueur en 2024 ?"")","('input', None)","('response', 'Vainqueur C5S2 - Session 10, Vainqueur C5S3 - Session 1, Vainqueur C5S3 - Session 2: Europe, Vainqueur C5S3 - Week 4: North America, Vainqueur C5S3 - Week 3: Brazil, Vainqueur C5S3 - Week 5: Asia, Vainqueur Dzert Sandstorm, Vainqueur CPT World Warrior France-Monaco #2')"
176,"('instruction', ""De quels événements d'e-sport l'équipe a-t-elle participé en 2021, 2022, 2023 et 2024 ?"")","('input', None)","('response', 'Finaliste Estival de la LFL, Finaliste des LFL Finals, 3e/4e place Coupe de France 2022, 5e/8e place Coupe de France 2023, 3e place Dragonlands 2022, 3e place Split 1 2022, 5e/8e place Rocket League Championship Series 2022, 4e et 5e/8e places RLCS - International LAN Major 2022, 3e/4e place Rocket League Championship Series 2023, 3e place RLCS - International LAN Major 1 2024, 3e/4e place VRL France Révolution, 4e place Lyon e-Sport 2022.')"
177,"('instruction', 'Quelle structure a le plus de participation en finale des Amazon European Masters ?')","('input', None)","('response', 'League of Legends')"
178,"('instruction', 'Quelle structure est la plus titrée des Amazon European Masters ?')","('input', None)","('response', 'League of Legends')"
179,"('instruction', 'Quelle structure a remporté trois fois de suite les Amazon European Masters ?')","('input', None)","('response', 'League of Legends')"
180,"('instruction', ""Quelle structure s'est qualifiée trois fois de suite pour la finale des Amazon European Masters ?"")","('input', None)","('response', 'League of Legends')"
181,"('instruction', 'Quelle structure a remporté deux fois de suite les Amazon European Masters ?')","('input', None)","('response', 'League of Legends')"
182,"('instruction', ""Quelle structure s'est qualifiée deux fois de suite pour la finale des Amazon European Masters ?"")","('input', None)","('response', 'League of Legends')"
183,"('instruction', 'Qui a remporté le tout premier championnat du monde de Teamfight Tactics en 2020 ?')","('input', None)","('response', ""Renvoyez-moi une liste d'"")"
184,"('instruction', 'Qui joue sur la zone haute de la carte dans League of Legends ?')","('input', '')","('response', 'Le top laner. \n\n-')"
185,"('instruction', 'Où joue le jungler dans League of Legends ?')","('input', '')","('response', 'Dans la jungle. \n\n-')"
186,"('instruction', 'Quel est le rôle du mid laner dans League of Legends ?')","('input', '')","('response', 'Jouer sur la zone se trouvant au milieu de la carte. \n\n-')"
187,"('instruction', 'Quel joueur joue sur la zone basse de la carte dans League of Legends ?')","('input', '')","('response', ""L'AD Carry, aussi appelé ADC ou bot laner. \n\n-"")"
188,"('instruction', 'Avec qui forme le support un duo dans League of Legends ?')","('input', '')","('response', ""Avec le joueur ayant le rôle d'AD Carry. \n\n- element :\n    Instruction : Quel est le surnom de l'équipe Misfits Gaming en référence à leur logo ? \n    Response : Un lapin. \n\n-"")"
189,"('instruction', 'Que désigne le terme ""roster"" dans le contexte d\'une équipe de jeu vidéo ?')","('input', '')","('response', ""L'ensemble des joueurs de l'équipe. \n\n-"")"
190,"('instruction', ""Qu'est-ce qu'un match amical dans le contexte des compétitions de jeu vidéo ?"")","('input', '')","('response', ""Un match en condition de tournoi mais qui ne s'inscrit dans aucune compétition officielle."")"
191,"('instruction', 'Quel événement a eu lieu le 11 juillet 2023 selon France Info ?')","('input', 'Aucune')","('response', 'Avec les ""Blue Wall"" au championnat de France de League of Legends')"
192,"('instruction', 'Quel article a été publié par Le Figaro le 14 mars 2022 ?')","('input', 'Aucune')","('response', 'Esport : des ultras ""comme dans le foot"" pour la Karmine Corp')"
193,"('instruction', ""Quel événement marquant est prévu pour l'été prochain selon France Info ?"")","('input', 'Aucune')","('response', ""L'incroyable success story de la Karmine Corp : le club d'esport français aura ses Arènes à Evry-Courcouronnes, l'été prochain"")"
194,"('instruction', ""Qui est le champion du monde de TFT selon L'Équipe ?"")","('input', 'Aucune')","('response', 'Le Français Emre ""Double61"" Demitras')"
195,"('instruction', 'Quelle alliance a été faite entre Prime et la Kameto Corp selon Dexerto ?')","('input', 'Aucune')","('response', ""Prime s'allie à la Kameto Corp pour rentrer en LFL avec Karmine Corp"")"
196,"('instruction', 'Qui sont les fondateurs de la Karmine Corp selon Breakflip ?')","('input', 'Aucune')","('response', 'Kameto et Prime créent la Karmine Corp (KC) et remplacent la Kameto Corp')"
197,"('instruction', ""Quel est le nom de l'auteur de l'article sur la victoire de la Karmine Corp aux European Masters Summer split 2021 ?"")","('input', ""informations supplémentaires fournies avec l'instruction pour aider à formuler la réponse"")","('response', 'Paul Arrivé')"
198,"('instruction', ""Quelle est la date de publication de l'article sur la victoire de la Karmine Corp aux European Masters Summer split 2021 ?"")","('input', ""informations supplémentaires fournies avec l'instruction pour aider à formuler la réponse"")","('response', '19 septembre 2021')"
199,"('instruction', ""Où peut-on trouver l'article sur la victoire de la Karmine Corp aux European Masters Summer split 2021 ?"")","('input', ""informations supplémentaires fournies avec l'instruction pour aider à formuler la réponse"")","('response', 'sur Against All Authority')"
200,"('instruction', ""Qui a écrit l'article sur la difficile entrée de la Karmine en EMEA Masters ?"")","('input', ""informations supplémentaires fournies avec l'instruction pour aider à formuler la réponse"")","('response', 'Corentin Phalip')"
201,"('instruction', ""Quelle est la date de consultation de l'article sur l'invincibilité de la Karmine Corp en League of Legends ?"")","('input', ""informations supplémentaires fournies avec l'instruction pour aider à formuler la réponse"")","('response', '7 mars 2024')"
202,"('instruction', ""Quel journal a publié un article sur l'entrée de la Karmine Corp dans l'élite européenne de League of Legends ?"")","('input', ""informations supplémentaires fournies avec l'instruction pour aider à formuler la réponse"")","('response', 'Le Monde')"
203,"('instruction', ""Quel est le titre de l'article de Paul Arrivé sur la victoire de la Karmine Corp aux European Masters Summer split 2021 ?"")","('input', ""informations supplémentaires fournies avec l'instruction pour aider à formuler la réponse"")","('response', 'La Karmine Corp arrache un doublé inédit')"
204,"('instruction', ""Quelle est la date de consultation de l'article sur l'entrée de la Karmine Corp dans l'élite européenne de League of Legends ?"")","('input', ""informations supplémentaires fournies avec l'instruction pour aider à formuler la réponse"")","('response', '8 janvier 2024')"
205,"('instruction', ""Quel est le nom de l'équipe d'esport mentionnée dans le texte ?"")","('input', None)","('response', 'Karmine Corp')"
206,"('instruction', ""Quelle est la date de publication de l'article sur MGG ?"")","('input', None)","('response', '18 octobre 2023')"
207,"('instruction', ""Quel est le titre de l'article sur L'Équipe consulté le 14 août 2024 ?"")","('input', None)","('response', 'Esport - Karmine Corp : KCX, un événement ultra réussi')"
208,"('instruction', ""Qui est l'auteur de l'article sur l'Esport à Bercy publié le 24 juin 2022 sur L'Equipe ?"")","('input', None)","('response', 'Paul Arrivé')"
209,"('instruction', 'Quel est le nom du cofondateur de la Karmine Corp mentionné dans le texte ?')","('input', None)","('response', 'Kameto')"
210,"('instruction', 'Quelle est la date à laquelle la Karmine Corp s\'installera dans les ""Arènes de l\'Agora"" à Evry ?')","('input', 'nom de l\'événement (""Arènes de l\'Agora"")')","('response', 'En 2024')"
211,"('instruction', 'Quel est le nom du projet de la Karmine Corp pour trouver les talents de demain ?')","('input', None)","('response', 'Karmine Blue Stars')"
212,"('instruction', 'Quel joueur la Karmine Corp a-t-elle annoncé en premier pour son entrée en LFL ?')","('input', None)","('response', 'Adam')"
213,"('instruction', 'Quel site web a publié un article sur les jeunes de la Karmine impressionnant dans League of Legends ?')","('input', 'nom du jeu (League of Legends)')","('response', ""L'Équipe"")"
214,"('instruction', 'Dans quelle division de la LFL est restée Team Oplon en 2021 ?')","('input', None)","('response', 'Division 2')"
215,"('instruction', ""Quelle est la date de publication de l'article sur Dexerto.fr concernant l'équipe de League of Legends de la Karmine Corp?"")","('input', 'Dexerto.fr')","('response', '24 décembre 2020')"
216,"('instruction', 'Quel site web a publié un article sur le Power Ranking anticipé de la LFL en 2021?')","('input', 'Millenium FR')","('response', 'Millenium FR')"
217,"('instruction', ""Qui a écrit l'article sur la victoire de la Karmine Corp en LFL consulté le 15 avril 2024?"")","('input', 'Eclypsia')","('response', 'Zonneuve')"
218,"('instruction', 'Quelle équipe a remporté les European Masters?')","('input', 'European Masters')","('response', 'la Karmine Corp')"
219,"('instruction', ""Quel président a félicité l'équipe de Kameto et Prime?"")","('input', 'Kameto et Prime')","('response', 'Macron Karmine Corp')"
220,"('instruction', 'Quelle équipe a dit au revoir à Cinkrof, xMatty et Targamas ?')","('input', 'Team aAa')","('response', 'Karmine Corp')"
221,"('instruction', 'Qui va rejoindre la Karmine Corp selon Paul Arrivé ?')","('input', ""L'Équipe"")","('response', 'Rekkles')"
222,"('instruction', 'Quel média a parlé du transfert de Rekkles vers la Karmine Corp ?')","('input', 'Millenium FR')","('response', 'Millenium FR')"
223,"('instruction', ""Quel événement a mis en scène Ibai's KOI et la Karmine Corp avec 477k viewers sur Twitch ?"")","('input', 'Dexerto')","('response', 'LCS finals')"
224,"('instruction', ""Quelle est la rivalité mentionnée dans l'article d'Esport de Paul Arrivé ?"")","('input', ""L'Équipe"")","('response', 'KCorp, Koi')"
225,"('instruction', 'Qui a remporté le match retour face à KOI?')","('input', 'Against All Authority- aAa')","('response', 'Cabochard, Rekkles et les Kcorp')"
226,"('instruction', ""Quel est le nouveau partenaire de la Karmine Corp dans l'esport?"")","('input', 'Orange')","('response', 'Orange')"
227,"('instruction', 'Quel événement a eu lieu entre la Karmine Corp et Solary?')","('input', 'Le classico Karmine Corp - Solary')","('response', 'Un match')"
228,"('instruction', ""Qui a terminé dans le top 2 de la saison régulière de la LFL et s'est qualifié pour les EUM?"")","('input', 'LDLC OL et la Karmine Corp')","('response', 'LDLC OL et la Karmine Corp')"
229,"('instruction', 'Qui a écrasé la Karmine Corp en playoffs de la LFL?')","('input', 'LDLC OL')","('response', 'LDLC OL')"
230,"('instruction', ""Quel est le nom de l'article mentionné dans le texte ?"")","('input', None)","('response', '""League of Legends : Caliste-Targamas, meilleure botlane de l\'histoire de la LFL ?""')"
231,"('instruction', ""Quelle est la date de consultation de l'article sur Eclypsia ?"")","('input', None)","('response', 'Le 8 août 2023')"
232,"('instruction', ""Quel est le titre de l'article sur la Karmine Corp dans L'Équipe du 11 août 2023 ?"")","('input', None)","('response', '""Esport - League of Legends : la Karmine Corp championne de France""')"
233,"('instruction', ""Quelle date L'Équipe a-t-il consulté un article sur la Karmine Corp arrachant sa place en finale des EMEA Masters ?"")","('input', None)","('response', 'Le 6 septembre 2023')"
234,"('instruction', ""Qu'est-ce que Sheep Esports a annoncé le 18 octobre 2023 ?"")","('input', None)","('response', '""Karmine Corp annonce rejoindre la LEC""')"
235,"('instruction', ""Quelle est la date de consultation de l'article sur Le Monde.fr annonçant l'entrée de la Karmine Corp dans la LEC ?"")","('input', None)","('response', 'Le 11 avril 2024')"
236,"('instruction', ""Quel est le titre de l'article sur la Karmine dans Eclypsia du 28 janvier 2024 ?"")","('input', None)","('response', '""League of Legends - LEC : la Karmine délivrée, G2 tacle son rival, GiantX se rapproche""')"
237,"('instruction', 'Quelle entreprise est mentionnée dans le texte ?')","('input', None)","('response', 'Karmine Corp')"
238,"('instruction', 'Quel jeu est mentionné dans le texte ?')","('input', None)","('response', 'Trackmania')"
239,"('instruction', 'Quelle équipe a remporté le championnat du monde sur Trackmania ?')","('input', None)","('response', 'Karmine Corp')"
240,"('instruction', 'Quand la Karmine Corp a-t-elle été couronnée championne du monde sur Trackmania ?')","('input', None)","('response', '27 novembre 2023')"
241,"('instruction', ""Quel est le titre de l'article sur BFMTV mentionné dans le texte ?"")","('input', None)","('response', 'Esport: la Karmine Corp devient championne du monde sur le jeu de course ""Trackmania""')"
242,"('instruction', 'Quelle est la raison de la Karmine Corp pour se retirer de la compétition sur TrackMania, Super Smash Bros. et Teamfight Tactics?')","('input', None)","('response', 'Retrait de la Karmine Corp de la compétition sur TrackMania, Super Smash Bros. et Teamfight Tactics\n    \n-')"
243,"('instruction', ""Sur quel jeu la Karmine Corp s'est-elle lancée récemment ?"")","('input', None)","('response', ""La Karmine Corp s'est lancée récemment sur Rocket League\n    \n-"")"
244,"('instruction', 'Quel événement a remporté la Karmine Corp avec le joueur belge AztraL ?')","('input', 'Joueur belge AztraL')","('response', 'La Karmine Corp a remporté le Weplay Esports Invitational avec le joueur belge AztraL\n    \n-')"
245,"('instruction', 'Quelle performance la Karmine Corp a-t-elle réalisée dès ses débuts sur Rocket League ?')","('input', None)","('response', 'La Karmine Corp a été performante dès ses débuts sur Rocket League')"
246,"('instruction', 'Quelle équipe a remporté le triplé dans Rocket League lors de RLCS EU ?')","('input', 'RLCS EU')","('response', 'Karmine Corp')"
247,"('instruction', 'Quel est le titre du dernier article sur la Karmine Corp concernant Valorant ?')","('input', 'Valorant')","('response', 'La Karmine Corp Se Sépare De Son Roster Valorant')"
248,"('instruction', 'Quel site a publié un article sur la victoire de Gentle Mates à Copenhague dans Rocket League ?')","('input', 'Copenhague')","('response', '20 minutes')"
249,"('instruction', ""Quel est le site web où l'article sur la Karmine Corp dans Valorant a été publié en premier ?"")","('input', 'Valorant')","('response', 'Team aAa')"
250,"('instruction', 'Quelle publication a rapporté la participation de la Karmine Corp dans Valorant pour la première fois ?')","('input', 'Valorant')","('response', 'Dexerto.fr')"
251,"('instruction', 'Quel site web a été consulté pour lire un article sur le premier titre européen de la Karmine Corp dans Valorant ?')","('input', 'première titre européen')","('response', ""L'Équipe"")"
252,"('instruction', 'Quel site web a été consulté pour obtenir des informations sur Valorant Esports ?')","('input', 'Valorant Esports')","('response', 'valorantesports.com')"
253,"('instruction', ""Quelles informations sont disponibles sur l'équipe KC Valorant féminine?"")","('input', 'Aucune')","('response', ""Les informations sur l'équipe KC Valorant féminine sont disponibles sur le site Breakflip, consulté le 14 février 2023."")"
254,"('instruction', 'Quelle est la dernière activité de la Karmine Corp sur Trackmania, TFT et Smash?')","('input', 'Aucune')","('response', ""La Karmine Corp a cessé ses activités sur Trackmania, TFT et Smash, selon un article d'Eclypsia datant du 19 décembre 2023 et consulté le 17 avril 2024."")"
255,"('instruction', 'Quelle information est donnée sur la participation de la Karmine Corp dans le jeu Fortnite?')","('input', 'Aucune')","('response', ""La Karmine Corp a annoncé qu'elle se lance sur Fortnite, selon un article de BFMTV consulté le 16 avril 2024."")"
256,"('instruction', ""Quelle entreprise s'est associée à la Karmine Corp selon Sport Stratégies ?"")","('input', None)","('response', 'Direct Assurance\n\n-')"
257,"('instruction', 'De quelle entreprise est devenu le fournisseur de la Karmine Corp selon sportstrategies.com ?')","('input', None)","('response', 'ekWateur\n\n-')"
258,"('instruction', ""Quand le CIC est-il devenu partenaire de la Karmine Corp selon L'Équipe ?"")","('input', None)","('response', '3 janvier 2024')"
