,0,1,2
163,"('instruction', 'Quels sont les résultats des matchs de la Karmine Corp contre Sentinels lors des Masters de Madrid ?')","('input', None)","('response', 'défaite 0-2')"
164,"('instruction', 'Quelles équipes se sont qualifiées pour les Masters de Madrid ?')","('input', None)","('response', 'Karmine Corp et Heretics')"
165,"('instruction', ""Qui sont les membres de l'équipe Karmine Corp participant à l'édition 2023 des Game Changers EMEA?"")","('input', '2023')","('response', 'Asma « LiriLia » Boughida, Léa « matriix » Ransquin, Mélina « Mel » Houssein, Mathilde « Nelo » Beltoise et Nouhara « Ninou » Marcos Oraha')"
166,"('instruction', ""Qui sont les coachs de l'équipe Karmine Corp participant à l'édition 2023 des Game Changers EMEA?"")","('input', '2023')","('response', 'Mathieu « LaAw » Plantin et Emma « Emash » Beziaud Le Pochat')"
167,"('instruction', 'Quel jeu la Karmine Corp a-t-elle annoncé se lancer dessus le samedi 21 janvier 2023?')","('input', 'Super Smash Bros. Ultimate')","('response', 'Super Smash Bros. Ultimate')"
168,"('instruction', 'Qui est le premier joueur ayant rejoint les rangs du Blue Wall sur Super Smash Bros. Ultimate?')","('input', 'Pedro « Kurama » Alonso Jr.')","('response', 'Pedro « Kurama » Alonso Jr.')"
169,"('instruction', 'Quels étaient les évènements physiques organisés en France ?')","('input', 'Pays (France)')","('response', ""- Palais des congrès de Paris - Karmine Corp Xperience (26 juillet 2021)\n        - Carrousel du Louvre - Showmatch Retour KCORP VS KOI (8 janvier 2022)\n        - Palais des congrès de Nice - LFL DAY'S (2 et 3 février 2022)\n        - Palais omnisports de Paris-Bercy - Karmine Corp Xperience 2 (21 juin 2022)\n        - La Seine musicale - LFL DAY'S (16 février 2023)\n        - Palais Nikaïa - LFL DAY'S (5 et 6 juillet 2023)\n        - Sud de France Arena - Finale European Masters (8 septembre 2023)\n        - Paris la Défense Aréna - Karmine Corp Xperience 3 (16 septembre 2023)\n        - Palais Nikaïa - LFL DAY'S (7 et 8 février 2024)"")"
170,"('instruction', ""Quel était l'évènement avec la plus grande affluence ?"")","('input', '')","('response', 'Karmine Corp Xperience 3 à Paris la Défense Aréna le 16 septembre 2023 avec 28 000 personnes')"
171,"('instruction', 'Quels étaient les évènements organisés en Espagne ?')","('input', 'Pays (Espagne)')","('response', 'Palau Sant Jordi - Showmatch Aller KCORP VS KOI le 15 décembre 2021')"
172,"('instruction', ""Quels sont les membres de l'équipe League of Legends LEC de Karmine Corp ?"")","('input', '')","('response', 'Canna (Toplaner), Closer (Jungler), Vladi (Midlaner), Upset (ADC), Targamas (Support), Reha (Head Coach), Apples (Assistant Coach), Shaves (Assistant Coach), Clément Thillier (Performance Coach)')"
173,"('instruction', ""Quel est le rôle de Maynter dans l'équipe League of Legends LFL de Karmine Corp Blue ?"")","('input', '')","('response', 'Maynter est le Toplaner.')"
174,"('instruction', ""Qui est le Head Coach de l'équipe League of Legends LFL de Karmine Corp Blue ?"")","('input', '')","('response', 'Wadi (Wadi Benarbia)')"
175,"('instruction', ""Quels sont les membres actuels de l'équipe Rocket League ?"")","('input', None)","('response', ""- Tristan Soyez (Atow), joueur, de nationalité belge, a rejoint l'équipe le 2 décembre 2023\n    - Axel Touret (Vatira), joueur, de nationalité française, a rejoint l'équipe le 2 octobre 2022\n    - Finlay Ferguson (rise), joueur, de nationalité anglaise, a rejoint l'équipe le 2 décembre 2023\n    - Victor Francal (Ferra), coach, de nationalité française, a rejoint l'équipe le 2 décembre 2023\n    - Jordi Nouvellet (Jordi), performance coach, de nationalité française, a rejoint l'équipe le 19 janvier 2024"")"
176,"('instruction', 'Qui sont les anciens joueurs de la Karmine Corp sur Rocket League ?')","('input', None)","('response', ""- Benjamin Wagner (Eversax), coach, a quitté l'équipe le 16 septembre 2023, après avoir rejoint le 19 avril 2022\n    - Brice Bigeard (ExoTiiK), joueur, a quitté l'équipe le 16 septembre 2023, après avoir rejoint le 2 octobre 2022\n    - Amine Benayachi (itachi), joueur, a quitté l'équipe le 16 septembre 2023, après avoir rejoint le 26 juillet 2021\n    - Joseph Kidd (Noly), joueur, a quitté l'équipe le 24 septembre 2022, après avoir rejoint le 19 avril 2022\n    - Maëllo Ernst (AztraL), joueur, a quitté l'équipe le 21 septembre 2022, après avoir rejoint le 26 juillet 2021\n    - Marc Bosch Plujà (Stake), joueur, a quitté l'équipe le 17 avril 2022, après avoir rejoint le 26 juillet 2021"")"
177,"('instruction', 'Quel joueur de la Karmine Corp a joué à Super Smash Bros. Ultimate et quand ?')","('input', 'Karmine Corp')","('response', 'Le joueur Kurama a joué à Super Smash Bros. Ultimate du 21 janvier 2023 au 19 décembre 2023.')"
178,"('instruction', ""Qui est le joueur de Fortnite de nationalité russe et quand est-il entré dans l'équipe ?"")","('input', 'Nationalité russe')","('response', ""Malibuca est le joueur russe de l'équipe Fortnite et il est entré le 9 mai 2024."")"
179,"('instruction', ""Qui est le coach de l'équipe Fortnite et de quelle nationalité est-il ?"")","('input', 'Equipe Fortnite')","('response', ""Oslo est le coach de l'équipe Fortnite et il est de nationalité française."")"
180,"('instruction', 'Quelle est la nationalité du joueur JDCR et dans quelle équipe joue-t-il ?')","('input', 'Joueur JDCR')","('response', ""JDCR est de nationalité coréenne et joue dans l'équipe Tekken 8."")"
181,"('instruction', ""Qui est le joueur français de l'équipe Street Fighter 6 et quand a-t-il rejoint l'équipe ?"")","('input', 'Equipe Street Fighter 6')","('response', ""Kilzyou est le joueur français de l'équipe Street Fighter 6 et il a rejoint le 29 mai 2024."")"
182,"('instruction', 'Quels événements a remportés la personne en 2023 ?')","('input', None)","('response', 'Winter Open, Winter Cup, Olympic Esports Week Showmatch, Flip & Spin, TMWT World Championship, Maji Mondays, XPEvo Cup')"
183,"('instruction', 'Quels événements a remportés la personne en 2024 ?')","('input', None)","('response', 'Open Qualifier #1, Open Qualifier #2, Open Qualifier #3, VCT EMEA Kickoff, VCT Game Changers EMEA Contenders, FNCS, Vainqueur Community Cup: Europe, Vainqueur Major 2, Vainqueur Major 3: North America - Qualifier 1, Vainqueur Major 3 - Semi-Finals 2: Europe, ESL Europe Regional')"
184,"('instruction', 'Quels sont les jeux vidéo dans lesquels la personne a remporté des tournois ?')","('input', None)","('response', 'Trackmania (3), Super Smash Bros. Ultimate (3), Valorant (2), Fortnite (12), Street Fighter 6 (2)')"
185,"('instruction', 'Quelle structure a le plus de participation en finale des Amazon European Masters ?')","('input', None)","('response', 'League of Legends')"
186,"('instruction', 'Quelle structure est la plus titrée des Amazon European Masters ?')","('input', None)","('response', 'League of Legends')"
187,"('instruction', 'Combien de fois la seule structure ayant remporté trois fois de suite les Amazon European Masters a-t-elle réalisé cet exploit ?')","('input', None)","('response', '1 fois')"
188,"('instruction', ""Quelle structure est la seule à s'être qualifiée trois fois de suite pour la finale des Amazon European Masters ?"")","('input', None)","('response', 'League of Legends')"
189,"('instruction', 'Quelle structure est la seule à avoir remporté deux fois de suite les Amazon European Masters ?')","('input', None)","('response', 'League of Legends')"
190,"('instruction', ""Quelle structure est la seule à s'être qualifiée deux fois de suite pour la finale des Amazon European Masters ?"")","('input', None)","('response', 'League of Legends')"
191,"('instruction', 'Quelle équipe a ses Arènes à Evry-Courcouronnes ?')","('input', 'Aucune information supplémentaire nécessaire')","('response', 'La Karmine Corp')"
192,"('instruction', 'Quel est le nom du champion du monde de TFT en 2020 ?')","('input', 'Aucune information supplémentaire nécessaire')","('response', 'Emre « Double61 » Demitras')"
193,"('instruction', ""Qui est l'auteur de l'article sur la Karmine Corp dans Le Figaro en mars 2022 ?"")","('input', 'Aucune information supplémentaire nécessaire')","('response', 'Tom Prevot')"
194,"('instruction', 'Quand est-ce que la Kameto Corp a rejoint la Division 2 en esport - League of Legends ?')","('input', 'Aucune information supplémentaire nécessaire')","('response', 'Le 1er juin 2021')"
195,"('instruction', ""Qui s'allie à la Kameto Corp pour rentrer en LFL avec Karmine Corp, selon l'article de Dexerto ?"")","('input', 'Aucune information supplémentaire nécessaire')","('response', 'Prime')"
196,"('instruction', ""Quels sont les noms des champions du monde de TrackMania selon l'article de L'Équipe ?"")","('input', 'TrackMania')","('response', 'Breen et Otaaaq')"
197,"('instruction', 'Quelle équipe a remporté le championnat du monde sur TrackMania selon BFMTV ?')","('input', 'TrackMania')","('response', 'La Karmine Corp')"
198,"('instruction', ""Qui a déclaré : « On a voulu voir plus haut avec Prime » selon l'article de L'Équipe du 20 novembre 2020 ?"")","('input', 'Paul Arrivé')","('response', 'Kameto')"
199,"('instruction', 'Quelle équipe a remporté le segment de printemps de la LFL pour League of Legends selon La Provence ?')","('input', 'League of Legends')","('response', 'La Karmine Corp')"
200,"('instruction', ""Quel événement League of Legends a été remporté par la Karmine Corp selon l'article de L'Équipe du 2 mai 2021 ?"")","('input', 'League of Legends')","('response', 'Les European Masters')"
201,"('instruction', 'Quel journal a publié un article sur la victoire de la Karmine Corp aux Masters européens de League of Legends ?')","('input', 'Le Monde')","('response', 'Le Monde')"
202,"('instruction', ""Quel est le nom de l'équipe qui a remporté les European Masters Summer split 2021?"")","('input', 'European Masters Summer split 2021')","('response', 'La Karmine Corp')"
203,"('instruction', ""Quel est le titre de l'article cité du journal L'Équipe datant du 15 septembre 2023?"")","('input', '15 septembre 2023')","('response', '""League of Legends : la Karmine invincible""')"
204,"('instruction', 'Quelle est la date de consultation de l\'article ""E-sport : le club français Karmine Corp va intégrer l’élite européenne de « League of Legends »"" du journal Le Monde?')","('input', '""E-sport : le club français Karmine Corp va intégrer l’élite européenne de « League of Legends »""')","('response', '8 janvier 2024')"
205,"('instruction', ""Quel événement a été annoncé pour la fin d'année par la Karmine Corp ?"")","('input', 'date de consultation du texte')","('response', 'KC en LEC')"
206,"('instruction', ""Où s'est déroulé un événement ultra réussi de la Karmine Corp ?"")","('input', 'date de consultation du texte')","('response', 'à Bercy')"
207,"('instruction', 'Qui est le cofondateur de la Karmine Corp ?')","('input', 'date de consultation du texte')","('response', 'Kameto')"
208,"('instruction', ""Quel est le nom du club d'e-sport mentionné dans l'article du Figaro ?"")","('input', 'date de consultation du texte')","('response', 'Karmine Corp')"
209,"('instruction', ""Quel est le média qui a publié l'article sur l'événement de la Karmine Corp à La Défense Arena ?"")","('input', 'date de consultation du texte')","('response', 'Le Figaro')"
210,"('instruction', ""Qui a écrit l'article sur le tour de force de la Karmine Corp à Bercy ?"")","('input', 'date de consultation du texte')","('response', 'Paul Arrivé')"
211,"('instruction', 'Quand la Karmine Corp prévoit-elle de s\'installer dans les ""Arènes de l\'Agora"" à Evry ?')","('input', None)","('response', 'En 2024')"
212,"('instruction', ""Quelle est la date de publication de l'article sur Breakflip concernant le nouveau projet de la Karmine Blue Stars ?"")","('input', None)","('response', 'Le 16 septembre 2023')"
213,"('instruction', 'Sur quel média Corentin Parbaud a-t-il publié un article sur les jeunes de la Karmine impressionnants ?')","('input', None)","('response', ""Sur L'Équipe"")"
214,"('instruction', ""Quelle est la source de l'article concernant la conservation de Team Oplon en Division 2 de la LFL en 2021 ?"")","('input', None)","('response', 'Millenium FR')"
215,"('instruction', ""Quelle est la date de consultation de l'article sur nrj.fr annonçant Adam comme premier joueur de la Karmine Corp pour son entrée en LFL ?"")","('input', None)","('response', 'Le 1er mars 2021')"
216,"('instruction', 'Qui a annoncé Adam comme premier joueur de la Karmine Corp pour son entrée en LFL ?')","('input', None)","('response', 'nrj.fr')"
217,"('instruction', 'Quand La Karmine Corp a dévoilé son équipe League of Legends pour la LFL?')","('input', None)","('response', 'La Karmine Corp a dévoilé son équipe League of Legends pour la LFL sur Dexerto.fr le 24 décembre 2020.')"
218,"('instruction', 'Quand La Karmine Corp a été championne de LFL?')","('input', None)","('response', 'La Karmine Corp a été championne de LFL sur Eclypsia le 25 mars 2021.')"
219,"('instruction', ""Qui a félicité l'équipe de Kameto et Prime?"")","('input', None)","('response', ""Le Président Macron a félicité l'équipe de Kameto et Prime sur Breakflip."")"
220,"('instruction', 'Quelle équipe a remporté les European Masters?')","('input', None)","('response', ""La Karmine Corp a remporté les European Masters, comme indiqué dans L'Équipe."")"
221,"('instruction', 'Quel joueur a quitté la Karmine Corp ?')","('input', None)","('response', 'Adam')"
222,"('instruction', 'Quel joueur a rejoint la Karmine Corp ?')","('input', None)","('response', 'Cabochard')"
223,"('instruction', 'Qui a remporté le championnat de France de la LFL Summer 2021 ?')","('input', None)","('response', 'Misfits Premier')"
224,"('instruction', 'Quel événement a vu la Karmine Corp renverser Vitality ?')","('input', None)","('response', 'European Masters')"
225,"('instruction', 'Qui sont les autres chances françaises des European Masters ?')","('input', 'Akabane et Hantera')","('response', 'Akabane et Hantera')"
226,"('instruction', 'Quelle équipe a rejoint le dernier carré des European Masters ?')","('input', None)","('response', 'Karmine Corp')"
227,"('instruction', 'Quelle équipe a remporté les European Masters?')","('input', 'European Masters')","('response', 'Karmine Corp')"
228,"('instruction', 'Qui a déclaré ""Je vais détruire Cinkrof dans la jungle""?')","('input', 'Cinkrof')","('response', 'BIG Akabane')"
229,"('instruction', 'Quelle équipe a battu Misfits Premier en demi-finale des European Masters?')","('input', 'Misfits Premier')","('response', 'Fnatic Rising')"
230,"('instruction', ""Quand la Karmine Corp est devenue championne d'Europe?"")","('input', 'Karmine Corp')","('response', '19 septembre 2021')"
231,"('instruction', 'Quel média a rapporté que la Karmine Corp a remporté un doublé inédit?')","('input', 'Karmine Corp')","('response', ""L'Équipe"")"
232,"('instruction', 'Quelle équipe a renversé la Karmine Corp?')","('input', 'Karmine Corp')","('response', 'Misfits Premier')"
233,"('instruction', 'Quelles annonces ont été faites pour les 1 an de la Karmine Corp?')","('input', 'Karmine Corp')","('response', 'Annonces pour les 1 an')"
234,"('instruction', ""Quel est le nom de l'équipe mentionnée dans l'article ?"")","('input', None)","('response', 'Karmine Corp')"
235,"('instruction', 'Qui sont les joueurs Cinkrof et Targamas ?')","('input', 'joueurs')","('response', 'Ils sont de retour à la Karmine Corp.')"
236,"('instruction', 'Quelle équipe la Karmine Corp a-t-elle battue pour se qualifier en finale de la LFL Summer Split 2023 ?')","('input', 'BK ROG')","('response', 'La Karmine Corp a battu BK ROG.')"
237,"('instruction', 'Quelle est la date de publication de l\'article intitulé ""Esport - League of Legends : Caliste, le plus beau des cadeaux"" ?')","('input', None)","('response', '4 août 2023')"
238,"('instruction', ""Quel est le nom de l'article sur League of Legends mettant en avant Caliste-Targamas ?"")","('input', None)","('response', ""League of Legends : Caliste-Targamas, meilleure botlane de l'histoire de la LFL ?"")"
239,"('instruction', ""Quelle est la date de publication de l'article sur la Karmine Corp championne de France ?"")","('input', None)","('response', '11 août 2023')"
240,"('instruction', ""Où a été publié l'article sur la participation de la Karmine Corp en finale des EMEA Masters ?"")","('input', None)","('response', ""sur L'Équipe"")"
241,"('instruction', 'A quelle date la Karmine Corp a annoncé rejoindre la LEC ?')","('input', None)","('response', '18 octobre 2023')"
242,"('instruction', ""Quel média a annoncé l'intégration de la Karmine Corp à l'élite européenne de League of Legends ?"")","('input', None)","('response', 'Le Monde.fr')"
243,"('instruction', ""Qui a publié l'article sur la Karmine délivrée et le tacle de G2 à son rival ?"")","('input', None)","('response', 'Ethan Cohen')"
244,"('instruction', ""Quelle est la date de la publication de l'article sur la Karmine Corp sur Rocket League?"")","('input', 'Article sur la Karmine Corp sur Rocket League')","('response', '25 juin 2021')"
245,"('instruction', 'Quel site web a publié un article sur les 3 actualités esport de la semaine?')","('input', 'Les 3 actualités esport de la semaine')","('response', 'Sport.fr')"
246,"('instruction', ""Quand Bren a-t-il rejoint l'écurie de la Kameto Corp sur Trackmania?"")","('input', 'Bren')","('response', '7 janvier 2022')"
247,"('instruction', ""Quelle est la date de consultation de l'article sur la victoire de la Karmine Corp sur TrackMania?"")","('input', 'Article sur la victoire de la Karmine Corp sur TrackMania')","('response', '16 avril 2024')"
248,"('instruction', 'Qui a annoncé que la Karmine Corp est devenue championne du monde sur TrackMania?')","('input', 'Annonce de la Karmine Corp championne du monde sur TrackMania')","('response', 'BFMTV')"
249,"('instruction', 'Quelle compétition la Karmine Corp quitte-t-elle sur TrackMania, Super Smash Bros. et Teamfight Tactics ?')","('input', None)","('response', 'La Karmine Corp se retire de la compétition sur TrackMania, Super Smash Bros. et Teamfight Tactics')"
250,"('instruction', ""Quel jeu voit l'arrivée de la Karmine Corp selon l'article de L'Équipe?"")","('input', None)","('response', 'Rocket League')"
251,"('instruction', 'Qui rassure sur Rocket League en gagnant le Weplay Esports Invitational ?')","('input', None)","('response', 'La Karmine Corp et le belge AztraL')"
252,"('instruction', 'Quand a eu lieu le Weplay Esports Invitational remporté par la Karmine Corp et AztraL ?')","('input', None)","('response', 'Le 11 avril 2024')"
253,"('instruction', 'Quelle compétition la Karmine Corp annonce-t-elle son nouveau roster Rocket League ?')","('input', None)","('response', 'Rocket League')"
254,"('instruction', ""Où peut-on consulter l'article sur l'update du WePlay Invitational Seeding ?"")","('input', None)","('response', 'Sur weplay.tv')"
255,"('instruction', ""Quel est le nom de l'équipe mentionnée dans les articles ?"")","('input', None)","('response', 'La Karmine Corp')"
256,"('instruction', 'Quelles sont les dates de consultation des articles mentionnés ?')","('input', None)","('response', '23 avril 2022, 11 avril 2024')"
257,"('instruction', 'Quels sont les sites web où les articles ont été consultés ?')","('input', None)","('response', ""Gaming Up, Eclypsia, L'Équipe"")"
258,"('instruction', 'Quelle compétition de Rocket League a été remportée par la Karmine Corp ?')","('input', None)","('response', 'Le Major du segment hivernal')"
259,"('instruction', 'Quelle équipe a remporté le Rocket League Championship Series Winter Major Finale ?')","('input', 'Max Thielmeyer')","('response', 'Karmine Corp\n\n-')"
260,"('instruction', 'Qui est champion du monde de Rocket League selon Eclypsia le 13 août 2023 ?')","('input', 'Diane Masson')","('response', 'Vitality\n\n-')"
261,"('instruction', 'Quels joueurs ont quitté la Karmine Corp le 25 octobre 2023 ?')","('input', 'Julie Froetscher')","('response', 'Itachi, ExoTiiK et Eversax\n\n-')"
262,"('instruction', 'Qui est le champion du monde Ferra ?')","('input', 'RLCS')","('response', 'Karmine Corp\n\n-')"
263,"('instruction', 'Quels joueurs ont rejoint la Karmine Corp le 2 décembre 2023 ?')","('input', 'Lucas Jacque')","('response', 'Rise et Atow')"
264,"('instruction', 'Quels événements liés à la Karmine Corp sont mentionnés dans le texte ?')","('input', None)","('response', 'Rocket League - RLCS EU, Valorant, séparation du roster Valorant, titre européen pour la Karmine Corp\n\n-')"
265,"('instruction', 'Quels sont les dates de publication des articles mentionnés dans le texte ?')","('input', None)","('response', '11 mars 2024, 1er avril 2024, 5 mai 2022, 13 novembre 2023\n\n-')"
266,"('instruction', ""Quel est le nom de l'auteur de l'article sur la Karmine Corp dans Rocket League ?"")","('input', None)","('response', 'Lucas Jacque\n\n-')"
267,"('instruction', 'Où la Karmine Corp a-t-elle débarqué officiellement sur Valorant ?')","('input', None)","('response', 'Sur Valorant\n\n-')"
268,"('instruction', ""Quel site a publié l'article sur la Karmine Corp naviguant sur Valorant ?"")","('input', None)","('response', 'Dexerto.fr\n\n-')"
269,"('instruction', 'Quel site a annoncé la séparation du roster Valorant de la Karmine Corp ?')","('input', None)","('response', 'Mandatory.gg\n\n-')"
270,"('instruction', 'Qui a remporté un titre européen dans Valorant ?')","('input', None)","('response', 'La Karmine Corp')"
271,"('instruction', 'Quel événement de VALORANT se déroule en 2024 à Madrid ?')","('input', 'Aucune')","('response', 'VALORANT Champions Tour 2024: Masters Madrid')"
272,"('instruction', ""Quel est le nom de l'équipe féminine de Valorant mentionnée sur Breakflip en février 2023 ?"")","('input', 'Aucune')","('response', 'Equipe KC Valorant féminine')"
273,"('instruction', 'Qui est le premier joueur officiel de la Karmine Corp sur Smash Bos Ultimate ?')","('input', 'Aucune')","('response', 'Kurama')"
274,"('instruction', 'Quelles activités la Karmine Corp a-t-elle cessé sur Trackmania, TFT et Smash ?')","('input', 'Aucune')","('response', 'Trackmania, TFT et Smash')"
275,"('instruction', 'Sur quel jeu la Karmine Corp se lance-t-elle selon BFMTV ?')","('input', 'Aucune')","('response', 'Fortnite')"
