,0,1,2
177,"('instruction', ""Qui sont les coachs de l'équipe 100% féminine annoncée pour participer aux Game changers EMEA ?"")","('input', 'date (9 février 2023)')","('response', ""Les coachs de l'équipe sont Mathieu « LaAw » Plantin et Emma « Emash » Beziaud Le Pochat."")"
178,"('instruction', 'Quel est le jeu sur lequel la Karmine Corp annonce se lancer ?')","('input', 'date (21 janvier 2023)')","('response', 'La Karmine Corp annonce se lancer sur Super Smash Bros. Ultimate.')"
179,"('instruction', 'Qui est le premier joueur à rejoindre les rangs du Blue Wall pour Super Smash Bros. Ultimate ?')","('input', 'date (21 janvier 2023)')","('response', 'Le premier joueur à rejoindre les rangs du Blue Wall est Pedro « Kurama » Alonso Jr.')"
180,"('instruction', 'Quel événement a marqué la première performance de Kurama sous les couleurs de la Karmine ?')","('input', None)","('response', ""La première performance de Kurama sous les couleurs de la Karmine s'est soldée par une 17e place au tournoi Genesis 9."")"
181,"('instruction', 'Qui a annoncé le retrait de la Karmine de la scène Super Smash Bros. Ultimate en décembre 2023 ?')","('input', None)","('response', 'Kameto a annoncé le retrait de la Karmine de la scène Super Smash Bros. Ultimate en décembre 2023.')"
182,"('instruction', 'Pourquoi la Karmine se retire-t-elle de la scène Super Smash Bros. Ultimate ?')","('input', None)","('response', ""La Karmine se retire de la scène Super Smash Bros. Ultimate car le jeu n'est pas supporté au niveau esportif par l'éditeur Nintendo, rendant l'avenir trop instable sur le long terme."")"
183,"('instruction', 'Quelle place Kurama a-t-il fini au Summit 6 ?')","('input', None)","('response', 'Kurama a fini à la 4e place du Summit 6.')"
184,"('instruction', 'Quelles sont les structures partenaires de la Karmine dans le circuit compétitif de Fortnite ?')","('input', None)","('response', 'Les structures partenaires de la Karmine dans le circuit compétitif de Fortnite sont Dignitas, Team Heretics, LOUD et ZETA DIVISION.')"
185,"('instruction', 'Qui est le cofondateur et président-directeur général de la Karmine Corp ?')","('input', None)","('response', 'Kamel « Kameto » Kebir')"
186,"('instruction', ""Quel est le pays d'origine de Zouhaïr « Kotei » Darji ?"")","('input', None)","('response', 'France')"
187,"('instruction', 'Qui est le lead content producer de la Karmine Corp ?')","('input', None)","('response', 'Erwin Hamayada')"
188,"('instruction', 'Qui est le directeur artistique de la Karmine Corp ?')","('input', None)","('response', 'Dhav « Dhav » Oza')"
189,"('instruction', ""Quel est le nom de l'entreprise avec laquelle la Karmine Corp a signé un partenariat en septembre 2021 ?"")","('input', 'septembre 2021')","('response', 'Direct Assurance')"
190,"('instruction', 'Avec quelle entreprise la Karmine Corp a-t-elle annoncé un partenariat en janvier 2022 ?')","('input', 'janvier 2022')","('response', 'Orange')"
191,"('instruction', 'Quelle entreprise est devenue le fournisseur officiel de la Karmine Corp en mai 2022 ?')","('input', 'mai 2022')","('response', 'Ekwateur')"
192,"('instruction', 'Quelle est la durée du partenariat entre la Karmine Corp et Ekwateur annoncé en mai 2022 ?')","('input', 'mai 2022')","('response', ""Jusqu'à la fin de l'année civile"")"
193,"('instruction', 'Quelle est la durée du partenariat entre la Karmine Corp et le CIC annoncé en janvier 2024 ?')","('input', 'janvier 2024')","('response', '3 ans')"
194,"('instruction', ""Quels sont les membres de l'équipe League of Legends LEC de Karmine Corp ?"")","('input', ""Nom de l'équipe"")","('response', 'Canna, Closer, Vladi, Upset, Targamas, Reha, Apples, Shaves, Clément Thillier')"
195,"('instruction', ""Quel est le rôle de Closer dans l'équipe League of Legends LEC de Karmine Corp ?"")","('input', 'Nom du joueur')","('response', 'Jungler')"
196,"('instruction', ""Qui est le Head Coach de l'équipe League of Legends LEC de Karmine Corp ?"")","('input', ""Nom de l'équipe"")","('response', 'Reha')"
197,"('instruction', ""Quel est le rôle de Maynter dans l'équipe League of Legends LFL de Karmine Corp Blue ?"")","('input', 'Nom du joueur')","('response', 'Toplaner')"
198,"('instruction', ""Qui est l'ADC de l'équipe League of Legends LFL de Karmine Corp Blue ?"")","('input', ""Nom de l'équipe"")","('response', 'Caliste')"
199,"('instruction', ""Qui est l'Assistant Coach de l'équipe League of Legends LFL de Karmine Corp Blue ?"")","('input', ""Nom de l'équipe"")","('response', 'Blidzy')"
200,"('instruction', 'Quel est le nom du joueur qui est un Performance Coach ?')","('input', 'Performance Coach')","('response', 'Soufiane Zahidi')"
201,"('instruction', 'Quels sont les noms des anciens joueurs de la Karmine Corp sur League of Legends ?')","('input', 'Anciens joueurs de la Karmine Corp')","('response', 'Zoelys, DenVoske, Jiizuke, White, Wao, Cinkrof, Skeanz, Kaori, whiteinn, Wao')"
202,"('instruction', 'Quels sont les rôles des anciens joueurs de la Karmine Corp sur League of Legends ?')","('input', 'Anciens joueurs de la Karmine Corp')","('response', 'Support, Botlaner, Midlaner, Jungler, Toplaner, Jungler, Jungler, Botlaner, Support, Toplaner')"
203,"('instruction', 'Quelles sont les dates de début et de fin des matchs des anciens joueurs de la Karmine Corp sur League of Legends ?')","('input', 'Anciens joueurs de la Karmine Corp')","('response', '22 septembre 2023 - 5 octobre 2023, 22 septembre 2023 - 5 octobre 2023, 22 septembre 2023 - 5 octobre 2023, 22 septembre 2023 - 5 octobre 2023, 22 septembre 2023 - 5 octobre 2023, 19 mai 2023 - 20 novembre 2023, 9 janvier 2023 - 19 décembre 2023, 9 janvier 2023 - 18 mai 2023, 9 janvier 2023 - 16 mai 2023, 15 décembre 2021 - 6 janvier 2023')"
204,"('instruction', 'Combien de matchs ont joué les anciens joueurs de la Karmine Corp sur League of Legends ?')","('input', 'Anciens joueurs de la Karmine Corp')","('response', '7 matchs, 7 matchs, 7 matchs, 7 matchs, 7 matchs, 47 matchs, 18 matchs, 18 matchs, 18 matchs, 13 matchs')"
205,"('instruction', ""Quel est le nom du joueur qui occupe le poste de Jungler pour l'équipe Hantera ?"")","('input', 'Hantera')","('response', 'Jules Bourgeois')"
206,"('instruction', 'Quelle est la nationalité du joueur Rekkles ?')","('input', 'Rekkles')","('response', 'Drapeau de la Suède')"
207,"('instruction', ""Qui est l'entraîneur en chef de l'équipe Striker ?"")","('input', 'Striker')","('response', 'Yanis Kella')"
208,"('instruction', ""Combien de matchs a joué l'équipe composée de Cinkrof, Targamas et xMatty ?"")","('input', 'Cinkrof, Targamas, xMatty')","('response', '89 matchs')"
209,"('instruction', ""Quel est le poste de jeu d'Adam au sein de l'équipe ?"")","('input', 'Adam')","('response', 'Toplaner')"
210,"('instruction', ""Quelle était la durée du contrat de Akabane avec l'équipe ?"")","('input', 'Akabane')","('response', '30 mars 2020 - 5 octobre 2020')"
211,"('instruction', ""Qui était le Botlaner de l'équipe jujutw0 ?"")","('input', 'jujutw0')","('response', 'Julien Izzo')"
212,"('instruction', ""Quel était le poste de jeu de Nuclearint au sein de l'équipe ?"")","('input', 'Nuclearint')","('response', 'Midlaner')"
213,"('instruction', ""Quels sont les joueurs de l'équipe Teamfight Tactics et leurs nationalités ?"")","('input', None)","('response', '- Emre Demirtas de nationalité française\n    - Muhammed Canbaz de nationalité française\n    - Christian Lüftner de nationalité allemande\n    - Wet Jungler de nationalité allemande')"
214,"('instruction', 'Quels sont les anciens joueurs de la Karmine Corp sur Trackmania et leurs postes ?')","('input', None)","('response', '- Brendan Seve alias Bren, joueur\n    - Youen Egler alias Otaaaq, joueur\n    - Romain Dassonneville alias DarkeR, joueur')"
215,"('instruction', ""Quels sont les membres de l'équipe Valorant VCT ?"")","('input', '')","('response', 'Magnum (Martin Peňkov), Shin (Ryad Ensaad), marteen (Martin Pátek), N4RRATE (Marshall Massey), tomaszy (Tomás Machado), Engh (Andrey Sholokhov), ZE1SH (Ahmed El Sheikh), Youenn (Youenn Rocaboy)')"
216,"('instruction', ""Quels sont les rôles des membres de l'équipe Valorant VCT ?"")","('input', '')","('response', 'Joueur, Joueur, Joueur, Joueur, Joueur, Head Coach, Assistant Coach, Performance Coach')"
217,"('instruction', ""Quelle est la nationalité de Nelo dans l'équipe Valorant GC ?"")","('input', '')","('response', 'Drapeau de la France')"
218,"('instruction', ""Qui est le Head Coach de l'équipe Valorant GC ?"")","('input', '')","('response', 'LaAw (Mathieu Plantin)')"
219,"('instruction', 'Quels sont les anciens joueurs de la Karmine Corp sur Super Smash Bros. Ultimate ?')","('input', '')","('response', ""Kurama (Alias), Pedro Alonso Jr. (Nom), Joueur (Poste), 21 janvier 2023 (Date d'arrivée), 19 décembre 2023 (Date de départ)"")"
220,"('instruction', ""Quels sont les membres de l'équipe Fortnite et leurs rôles ?"")","('input', '')","('response', ""Malibuca (Pseudo), Danila Yakovenko (Nom), Joueur (Rôle), 9 mai 2024 (Date d'entrée)\n                Andrejs Piratovs (Pseudo), Nom (Danila Yakovenko), Joueur (Rôle), 9 mai 2024 (Date d'entrée)\n                Veno (Pseudo), Harry Pearson (Nom), Joueur (Rôle), 11 mai 2024 (Date d'entrée)\n                Swizzy (Pseudo), Egor Luciko (Nom), Joueur (Rôle), 11 mai 2024 (Date d'entrée)\n                Anas (Pseudo), Anas El-Abd (Nom), Joueur (Rôle), 26 mai 2024 (Date d'entrée)\n                Oslo (Pseudo), Philippe Carvalho (Nom), Coach (Rôle), 9 mai 2024 (Date d'entrée)"")"
221,"('instruction', ""Qui est membre de l'équipe Tekken 8 et quel est son rôle ?"")","('input', '')","('response', ""JDCR (Pseudo), Kim Hyun-jin (Nom), Joueur (Rôle), 29 mai 2024 (Date d'entrée)"")"
222,"('instruction', ""Quels sont les membres de l'équipe Street Fighter 6 et quel est leur rôle ?"")","('input', '')","('response', ""Kilzyou (Pseudo), Kilyan Faucheux (Nom), Joueur (Rôle), 29 mai 2024 (Date d'entrée)"")"
223,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp dans League of Legends?"")","('input', 'Karmine Corp')","('response', '7 titres')"
224,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp dans Teamfight Tactics?"")","('input', 'Karmine Corp')","('response', '6 titres')"
225,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp dans Rocket League?"")","('input', 'Karmine Corp')","('response', '11 titres')"
226,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp en EMEA Masters?"")","('input', 'Karmine Corp')","('response', 'Champion Printanier en 2021 et 2022, Champion Estival en 2021 et 2023')"
227,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp en LFL?"")","('input', 'Karmine Corp')","('response', 'Champion Printanier en 2021 et 2024, Champion Estival en 2023')"
228,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp au World Championship?"")","('input', 'Karmine Corp')","('response', 'Champion Galaxies en 2020')"
229,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp en Rising Legends (EMEA)?"")","('input', 'Karmine Corp')","('response', 'Champion G&G en 2022, Champion MA! en 2023, Champion MA! Golden Spatula Cup en 2023')"
230,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp en HexLeague?"")","('input', 'Karmine Corp')","('response', 'Champion en 2022')"
231,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp en Fresh Cup?"")","('input', 'Karmine Corp')","('response', 'Champion en 2022')"
232,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp au RLCS Winter Split Major?"")","('input', 'Karmine Corp')","('response', 'Champion en 2023')"
233,"('instruction', ""Quels sont les titres remportés par l'équipe de la Karmine Corp au RLCS Europe Regional?"")","('input', 'Karmine Corp')","('response', 'Vainqueur Fall Cup en 2022')"
234,"('instruction', 'Quels événements a remportés le joueur en 2023 ?')","('input', 'Année 2023')","('response', 'Winter Open, Winter Cup, Olympic Esports Week Showmatch, Flip & Spin, TMWT World Championship, Maji Mondays, XPEvo Cup')"
235,"('instruction', 'Quels événements a remportés le joueur en 2024 ?')","('input', 'Année 2024')","('response', 'Open Qualifier #1, Open Qualifier #2, Open Qualifier #3, VCT EMEA Kickoff, VCT Game Changers EMEA Contenders, FNCS Major 2, FNCS Major 3: North America - Qualifier 1, FNCS Major 3 - Semi-Finals 2: Europe, ESL Europe Regional')"
236,"('instruction', 'Quels événements le joueur a-t-il remportés en 2021 ?')","('input', 'Année 2021')","('response', 'WePlay Esports Invitational (EMEA)')"
237,"('instruction', 'Quels jeux le joueur a-t-il remportés en 2023 ?')","('input', 'Année 2023')","('response', 'Trackmania, Super Smash Bros. Ultimate, Valorant')"
238,"('instruction', 'Quels jeux le joueur a-t-il remportés en 2024 ?')","('input', 'Année 2024')","('response', 'Fortnite, Street Fighter 6')"
239,"('instruction', 'Quels événements le joueur a-t-il remportés en équipe en 2023 ?')","('input', 'Année 2023')","('response', 'Get On My Level, CIRQUE du CFL, Ultimate Fighting Arena')"
240,"('instruction', 'Qui a remporté la Squads Victory Cup en 2024 ?')","('input', '')","('response', 'Vainqueur C5S3 - Session 2: Europe')"
241,"('instruction', 'Quelle équipe a remporté la Duos Cash Cup en 2024 en Amérique du Nord ?')","('input', '')","('response', 'Vainqueur C5S3 - Week 4')"
242,"('instruction', 'Qui a remporté la Duos ZB Cash Cup en 2024 au Brésil ?')","('input', '')","('response', 'Vainqueur C5S3 - Week 3')"
243,"('instruction', 'Quelle équipe a remporté la Dzert Sandstorm en 2024 ?')","('input', '')","('response', 'Vainqueur')"
244,"('instruction', 'Quel joueur a remporté le CPT World Warrior France-Monaco #2 en 2024 ?')","('input', '')","('response', 'Vainqueur')"
245,"('instruction', 'Quelle équipe a été finaliste de la LFL Estival en 2021 ?')","('input', '')","('response', 'League of Legends')"
246,"('instruction', 'Quelle équipe a obtenu la 3e place lors de la Coupe de France en 2022 ?')","('input', '')","('response', 'League of Legends')"
247,"('instruction', 'Quelle équipe a obtenu la 3e place lors des Dragonlands en 2022 ?')","('input', '')","('response', 'Teamfight Tactics')"
248,"('instruction', 'Quelle équipe a obtenu la 5e/8e place lors du Rocket League Championship Series 2022 ?')","('input', '')","('response', 'Rocket League')"
249,"('instruction', 'Quelle équipe a obtenu la 3e/4e place lors du Rocket League Championship Series 2023 ?')","('input', '')","('response', 'Rocket League')"
250,"('instruction', 'Quelle structure a le plus de participation en finale des Amazon European Masters ?')","('input', None)","('response', 'League of Legends')"
251,"('instruction', 'Quelle structure est la plus titrée des Amazon European Masters ?')","('input', None)","('response', 'League of Legends')"
252,"('instruction', 'Combien de fois la seule structure a-t-elle remporté les Amazon European Masters de suite ?')","('input', None)","('response', 'Deux fois (Printemps 2021, Été 2021)')"
253,"('instruction', ""Quelle structure est la seule à s'être qualifiée trois fois de suite pour la finale des Amazon European Masters ?"")","('input', None)","('response', 'League of Legends')"
254,"('instruction', 'Quelles sont les saisons où la seule structure a remporté les Amazon European Masters trois fois de suite ?')","('input', None)","('response', 'Printemps 2021, Été 2021, Printemps 2022')"
255,"('instruction', ""Quelles sont les saisons où la seule structure s'est qualifiée deux fois de suite pour la finale des Amazon European Masters ?"")","('input', None)","('response', 'Printemps 2021, Été 2021')"
256,"('instruction', 'Qui a remporté le tout premier championnat du monde de Teamfight Tactics en 2020?')","('input', None)","('response', 'Le champion du monde de Teamfight Tactics en 2020 était [nom du joueur].')"
257,"('instruction', 'Quel est le rôle du top laner dans le jeu League of Legends ?')","('input', '')","('response', 'Le top laner est un rôle du jeu League of Legends où le joueur joue sur la zone haute de la carte appelée la top lane.\n\n-')"
258,"('instruction', 'Où évolue le jungler dans le jeu League of Legends ?')","('input', '')","('response', 'Le jungler évolue dans la jungle, une zone de la carte remplie de monstres.\n\n-')"
259,"('instruction', 'Quel est le rôle du mid laner dans le jeu League of Legends ?')","('input', '')","('response', 'Le mid laner est un rôle du jeu League of Legends où le joueur joue sur la zone se trouvant au milieu de la carte appelée la mid lane.\n\n-')"
260,"('instruction', ""Quel est le rôle de l'AD Carry dans le jeu League of Legends ?"")","('input', '')","('response', ""L'AD Carry, aussi appelé ADC ou bot laner, est un rôle du jeu League of Legends où le joueur joue sur la zone basse de la carte appelée la bot lane.\n\n-"")"
261,"('instruction', 'Quel est le rôle du support dans le jeu League of Legends ?')","('input', '')","('response', 'Le support est un rôle du jeu League of Legends où le joueur joue sur la zone basse de la carte appelée la bot lane.\n\n-')"
262,"('instruction', ""Quel est le surnom de l'équipe Misfits Gaming en référence à leur logo ?"")","('input', '')","('response', ""Le surnom de l'équipe Misfits Gaming est en référence à leur logo représentant un lapin.\n\n-"")"
263,"('instruction', 'Que désigne le terme ""roster"" dans le contexte d\'une équipe de jeu vidéo ?')","('input', '')","('response', 'Le terme ""roster"" désigne l\'ensemble des joueurs d\'une équipe.\n\n-')"
264,"('instruction', ""Qu'est-ce qu'un match amical dans le contexte des compétitions de jeu vidéo ?"")","('input', '')","('response', ""Un match amical est un match en condition de tournoi mais qui ne s'inscrit dans aucune compétition officielle."")"
265,"('instruction', ""Quel est le nom de l'équipe qui a remporté les Masters européens de League of Legends?"")","('input', None)","('response', 'Karmine Corp')"
266,"('instruction', 'Quel est le jeu sur lequel la Karmine Corp a été championne du monde?')","('input', None)","('response', 'Trackmania')"
267,"('instruction', 'Qui a déclaré : « On a voulu voir plus haut avec Prime »?')","('input', None)","('response', 'Kameto')"
268,"('instruction', ""Quel est le nom de l'équipe qui a remporté le segment de printemps de la LFL?"")","('input', None)","('response', 'Karmine Corp')"
269,"('instruction', 'Quelle est la date à laquelle la Karmine Corp a remporté les European Masters?')","('input', None)","('response', '2 mai 2021')"
270,"('instruction', ""Quel est le nom de l'auteur de l'article sur la victoire de la Karmine Corp aux European Masters Summer split 2021 ?"")","('input', 'Victoire de la Karmine Corp aux European Masters Summer split 2021')","('response', 'Paul Arrivé\n\n-')"
271,"('instruction', ""Quelle est la date de publication de l'article sur la victoire de la Karmine Corp aux European Masters Summer split 2021 ?"")","('input', 'Victoire de la Karmine Corp aux European Masters Summer split 2021')","('response', '19 septembre 2021\n\n-')"
272,"('instruction', ""Où peut-on trouver l'article sur la victoire de la Karmine Corp aux European Masters Summer split 2021 ?"")","('input', 'Victoire de la Karmine Corp aux European Masters Summer split 2021')","('response', ""Sur L'Équipe\n\n-"")"
273,"('instruction', ""Quel est le titre de l'article sur la victoire de la Karmine Corp aux European Masters Summer split 2021 ?"")","('input', 'Victoire de la Karmine Corp aux European Masters Summer split 2021')","('response', 'La Karmine Corp gagne les European Masters Summer split 2021\n\n-')"
274,"('instruction', ""Qui a publié l'article sur la conservation du trophée des European Masters par la Karmine Corp ?"")","('input', 'Conservation du trophée des European Masters par la Karmine Corp')","('response', ""L'Équipe\n\n-"")"
275,"('instruction', ""Quelle est la date de consultation de l'article sur la conservation du trophée des European Masters par la Karmine Corp ?"")","('input', 'Conservation du trophée des European Masters par la Karmine Corp')","('response', '8 mai 2022\n\n-')"
276,"('instruction', ""Qui est l'auteur de l'article sur l'invincibilité de la Karmine Corp dans League of Legends ?"")","('input', 'Invincibilité de la Karmine Corp dans League of Legends')","('response', 'Paul Arrivé\n\n-')"
277,"('instruction', ""Quelle est la date de publication de l'article sur l'invincibilité de la Karmine Corp dans League of Legends ?"")","('input', 'Invincibilité de la Karmine Corp dans League of Legends')","('response', '15 septembre 2023\n\n-')"
278,"('instruction', ""Où peut-on trouver l'article sur l'intégration de la Karmine Corp à l'élite européenne de League of Legends ?"")","('input', ""Intégration de la Karmine Corp à l'élite européenne de League of Legends"")","('response', 'Sur Le Monde\n\n-')"
279,"('instruction', ""Quelle est la date de consultation de l'article sur l'intégration de la Karmine Corp à l'élite européenne de League of Legends ?"")","('input', ""Intégration de la Karmine Corp à l'élite européenne de League of Legends"")","('response', '8 janvier 2024')"
280,"('instruction', 'Quelle est la date à laquelle la Karmine Corp s\'installera dans les ""Arènes de l\'Agora"" à Evry ?')","('input', 'nom de l\'événement (""Arènes de l\'Agora"")')","('response', 'En 2024')"
281,"('instruction', 'Quel est le nom du nouveau projet de la Karmine Corp pour trouver les talents de demain ?')","('input', None)","('response', 'Karmine Blue Stars')"
282,"('instruction', 'Quel joueur la Karmine Corp a-t-elle annoncé comme premier joueur pour son entrée en LFL en 2021 ?')","('input', 'nom de la compétition (LFL)')","('response', 'Adam')"
283,"('instruction', ""Quelle est la source de l'article qui mentionne que les jeunes de la Karmine impressionnent dans League of Legends ?"")","('input', 'nom de la compétition (League of Legends)')","('response', ""L'Équipe"")"
284,"('instruction', ""Quelle est la date à laquelle l'article sur la Karmine Corp annonçant Adam en premier joueur a été consulté sur Millenium FR ?"")","('input', None)","('response', '1er juin 2021')"
285,"('instruction', ""Quelle est l'équipe de League of Legends de la Karmine Corp?"")","('input', None)","('response', 'La Karmine Corp')"
286,"('instruction', 'Quand la Karmine Corp a-t-elle remporté les European Masters?')","('input', None)","('response', 'La Karmine Corp a remporté les European Masters')"
287,"('instruction', ""Qui a félicité l'équipe de Kameto et Prime?"")","('input', None)","('response', 'Macron')"
288,"('instruction', ""Qui a quitté la Karmine Corp dans le domaine de l'esport League of Legends ?"")","('input', None)","('response', 'Adam')"
289,"('instruction', ""Qui a rejoint la Karmine Corp dans le domaine de l'esport League of Legends ?"")","('input', None)","('response', 'Cabochard')"
290,"('instruction', 'Quel événement sportif a remporté Misfits Premier en 2021 ?')","('input', 'LFL Summer 2021')","('response', 'Misfits Premier a remporté le championnat de France')"
291,"('instruction', ""Quels sont les noms des joueurs français mentionnés dans l'article sur les European Masters ?"")","('input', 'Akabane et Hantera')","('response', 'Akabane et Hantera')"
292,"('instruction', 'Quelle équipe a battu la Karmine Corp en quart de finale des European Masters ?')","('input', 'Aucune')","('response', 'Vitality.Bee')"
293,"('instruction', 'Quelle équipe a renversé Vitality et jouera la finale des European Masters ?')","('input', 'Aucune')","('response', 'Karmine Corp')"
294,"('instruction', 'Quelle équipe a battu la Karmine Corp dans le premier tour des playoffs de la LFL Summer Split ?')","('input', 'Aucune')","('response', 'GameWard')"
295,"('instruction', 'Quelle équipe a été éliminée de la League of Legends - LEC ?')","('input', 'Rogue')","('response', 'Rogue\n\n-')"
296,"('instruction', 'Quelle équipe a impressionné dans la League of Legends - LEC ?')","('input', 'G2')","('response', 'G2\n\n-')"
297,"('instruction', 'Quelle équipe a été KO dans le top 4 de la League of Legends - LEC ?')","('input', 'MAD Lions')","('response', 'MAD Lions\n\n-')"
298,"('instruction', ""Qui va remplacer le poste d'entraîneur en chef pour Karmine Corp ?"")","('input', 'KARMINE CORP')","('response', 'SOURCES KARMINE CORP\n\n-')"
299,"('instruction', 'Qui est la première recrue estivale de la Karmine Corp pour la League of Legends - LEC ?')","('input', 'Closer')","('response', 'Closer\n\n-')"
300,"('instruction', ""Quel joueur coréen a rejoint l'équipe Karmine Corp pour le Summer Split ?"")","('input', 'Canna')","('response', 'Canna\n\n-')"
301,"('instruction', 'Quel joueur français a été sacré champion du monde de TFT ?')","('input', 'Double61')","('response', 'Double61')"
302,"('instruction', ""Quelle est la date de publication de l'article sur la Karmine Corp sur Rocket League sur le site Team aAa?"")","('input', 'Rocket League, Team aAa')","('response', '25 juin 2021')"
303,"('instruction', ""Qui a rejoint l'écurie de la Kameto Corp sur Trackmania selon l'article sur actustream.fr?"")","('input', 'Trackmania, actustream.fr')","('response', 'Bren')"
304,"('instruction', ""Quand la Karmine Corp a-t-elle été championne du monde sur TrackMania selon l'article sur Red Bull?"")","('input', 'TrackMania, Red Bull')","('response', '27 novembre 2023')"
305,"('instruction', 'Sur quel site web peut-on lire que la Karmine Corp est devenue championne du monde sur le jeu Trackmania?')","('input', 'Trackmania')","('response', 'BFMTV')"
306,"('instruction', ""Quelle est la date de publication de l'article sur la Karmine Corp sur Gaming Up ?"")","('input', None)","('response', '20 avril 2022\n\n-')"
307,"('instruction', 'Quel site a publié un article sur le nouveau roster de la Karmine Corp le 3 octobre 2022 ?')","('input', None)","('response', 'Eclypsia\n\n-')"
308,"('instruction', 'Qui a déclaré : « On va éclater tout le monde » dans un article sur Rocket League ?')","('input', None)","('response', 'Vatira\n\n-')"
309,"('instruction', 'Quel événement la Karmine Corp a-t-elle remporté le 31 octobre 2022 ?')","('input', None)","('response', 'Regional 2 des RLCS EU\n\n-')"
310,"('instruction', 'Quelle équipe la Karmine Corp a-t-elle battue pour remporter le Major du segment hivernal ?')","('input', 'Faze Clan')","('response', 'Faze Clan')"
311,"('instruction', ""Quel est le nom de l'auteur de l'article sur la Karmine Corp dans Rocket League ?"")","('input', 'Rocket League')","('response', 'Lucas Jacque')"
312,"('instruction', ""Quelle est la date de publication de l'article sur la Karmine Corp dans Valorant sur le site Team aAa ?"")","('input', 'Valorant, Team aAa')","('response', '5 mai 2022')"
313,"('instruction', ""Sur quel site web peut-on trouver l'article sur la séparation du roster Valorant de la Karmine Corp ?"")","('input', 'Mandatory.gg')","('response', 'Mandatory.gg')"
314,"('instruction', ""Quelle est la date de consultation de l'article sur la Karmine Corp dans Rocket League sur le site Eclypsia ?"")","('input', 'Rocket League, Eclypsia')","('response', '11 avril 2024')"
315,"('instruction', ""Quel est le titre de l'article sur la Karmine Corp remportant son premier titre européen dans Valorant sur le site L'Équipe ?"")","('input', ""Valorant, L'Équipe"")","('response', 'Esport - Valorant : premier titre européen pour la Karmine Corp')"
316,"('instruction', 'Quel événement VALORANT est prévu en 2024 à Madrid ?')","('input', 'Aucune')","('response', 'Masters Madrid')"
317,"('instruction', ""Quel site web a publié des informations sur l'équipe KC Valorant féminine et ses joueuses en février 2023 ?"")","('input', 'Aucune')","('response', 'Breakflip')"
318,"('instruction', 'Qui est le premier joueur officiel de la Karmine Corp sur Smash Bos Ultimate ?')","('input', 'Aucune')","('response', 'Kurama')"
319,"('instruction', 'Quelles activités la Karmine Corp a-t-elle cessé en décembre 2023 ?')","('input', 'Aucune')","('response', 'Trackmania, TFT et Smash')"
320,"('instruction', 'Sur quel site web la Karmine Corp a annoncé son arrivée sur Fortnite en avril 2024 ?')","('input', 'Aucune')","('response', 'BFMTV')"
321,"('instruction', ""Quelle entreprise s'associe à la Karmine Corp selon l'article de Sport Stratégies consulté le 15 septembre 2021 ?"")","('input', 'Sport Stratégies, 15 septembre 2021')","('response', 'Direct Assurance\n\n-')"
322,"('instruction', ""Quelle entreprise devient le nouveau partenaire de la Karmine Corp selon l'article de L'Équipe consulté le 16 avril 2024 ?"")","('input', ""L'Équipe, 16 avril 2024"")","('response', 'Orange\n\n-')"
323,"('instruction', ""Quelle entreprise devient fournisseur de la Karmine Corp selon l'article de sportstrategies.com consulté le 2 mai 2022 ?"")","('input', 'sportstrategies.com, 2 mai 2022')","('response', 'ekWateur\n\n-')"
324,"('instruction', ""Quelle entreprise devient partenaire de la Karmine Corp pour trois ans selon l'article de L'Équipe du 3 janvier 2024 ?"")","('input', ""L'Équipe, 3 janvier 2024"")","('response', 'Le CIC')"
